userName,major,researchExp,industryExp,specialization,toeflScore,program,department,toeflEssay,internExp,greV,greQ,userProfileLink,journalPubs,greA,topperCgpa,termAndYear,confPubs,ugCollege,gmatA,cgpa,gmatQ,cgpaScale,gmatV,univName,admit
VAZIR,Industrial Engineering,0,0,Supply Chain & Production Engineering,108,MS,Mechanical,27,0,152,167,http://www.edulix.com/unisearch/user.php?uid=135835,0,3,8.431,Fall - 2014,0,Government College of Engineering Aurangabad,,7.976,,10,,Virginia Polytechnic Institute and State University,0
vee196,Computer Science,0,0,Programming Languages Software Engineering,116,MS,Computer Science,,0,152,170,http://www.edulix.com/unisearch/user.php?uid=204535,0,4.5,9.8,Fall - 2014,0,BITS Pilani,,8.45,,10,,Virginia Polytechnic Institute and State University,0
veena1592,environmental engineering,0,10,,116,MS,Chemical Engineering,28,0,158,161,http://www.edulix.com/unisearch/user.php?uid=200188,4,4,77,Fall - 2015,0,University of Mumbai,,64,,100,,Virginia Polytechnic Institute and State University,0
vegetavivek,Electronics and Communication,0,0,Digital Signal Processing,110,MS,ECE,,0,470,800,http://www.edulix.com/unisearch/user.php?uid=4296,0,3.5,9,Fall - 2011,0,NIT - Bhopal,,7.99,,10,,Virginia Polytechnic Institute and State University,0
venkat.sai,Mechanical Engineering,0,0,Thermal Sciences,104,MS,Mechanical,,0,153,170,http://www.edulix.com/unisearch/user.php?uid=153345,0,3,10,Spring - 2013,0,BITS Goa,,6,,10,,Virginia Polytechnic Institute and State University,0
venkateshb,Electrical Engineering,0,0,VLSI,280,MS,EEE,6,0,640,770,http://www.edulix.com/unisearch/user.php?uid=332,0,4.5,88,Fall - 2006,0,SSN College of Engineering,,86,,100,,Virginia Polytechnic Institute and State University,0
venkimi,Mechanical Engineering,0,0,Design and Automotive,116,MS,Mechanical Engineering,,0,570,790,http://www.edulix.com/unisearch/user.php?uid=6225,0,4,88.6,Fall - 2011,0,Anna University,,87.55,,100,,Virginia Polytechnic Institute and State University,0
Vibha Pai,,0,0,,,,0,,0,,,http://www.edulix.com/unisearch/user.php?uid=273326,,,0,,,,,0,,0,,Virginia Polytechnic Institute and State University,0
vibhu,Computer Engineering,0,0,Embedded Sysrtems,106,MS,Electronics & Communication,,0,490,770,http://www.edulix.com/unisearch/user.php?uid=11923,0,3,79,Fall - 2011,0,swami Keshvanand Institute of Technology,,73.74,,100,,Virginia Polytechnic Institute and State University,0
Vicky07,Electrical and Computer Engineering,0,0,Computer Architecture/VLSI,108,MS,Electrical & Electronics,,0,150,164,http://www.edulix.com/unisearch/user.php?uid=136899,0,4,9.9,Fall - 2012,0,Manipal Institue of Technology,,9.21,,10,,Virginia Polytechnic Institute and State University,0
vidu333@gmail.com,Electrical Engg/ comp engg,0,0,Embedded Systems,114,MS,EEE,,0,740,800,http://www.edulix.com/unisearch/user.php?uid=5373,0,5,82,Fall - 2011,0,R V College of Engineering,,82,,100,,Virginia Polytechnic Institute and State University,0
Vignesh89red,Mechanical Engineering,0,0,Mechatronics & Automation / thermal & energy,113,MS,Mechanical Engineering,30,0,660,770,http://www.edulix.com/unisearch/user.php?uid=4583,0,4,76,Fall - 2011,0,MU,,66,,100,,Virginia Polytechnic Institute and State University,0
vignesh_mr,Computer Science,0,0,,99,MS,CSE,,0,152,162,http://www.edulix.com/unisearch/user.php?uid=165952,0,3.5,0,Fall - 2013,0,VTU,,9.01,,10,,Virginia Polytechnic Institute and State University,0
vikcher12,Computer Science,0,0,,113,MS,Information Technology,,0,520,800,http://www.edulix.com/unisearch/user.php?uid=9104,0,4,9.3,Fall - 2011,0,VIT,,8.6,,10,,Virginia Polytechnic Institute and State University,0
vilbha,Mechanical Engineering,0,0,Fluid and Thermal sciences,104,MS,Mechanical engineering,25,0,156,166,http://www.edulix.com/unisearch/user.php?uid=186836,0,3.5,9.62,Fall - 2015,0,NIT Warangal,,9.24,,10,,Virginia Polytechnic Institute and State University,0
vinitswar,Electronics and Communication,0,0,networks,109,MS,ece,,0,154,164,http://www.edulix.com/unisearch/user.php?uid=189900,0,3,0,Fall - 2013,0,VNIT Nagpur,,73,,100,,Virginia Polytechnic Institute and State University,0
vinothsid,Computer Science,0,0,,,MS,Computer Science,,0,520,730,http://www.edulix.com/unisearch/user.php?uid=4877,0,,9.6,Fall - 2011,0,CEG,,8.2,,10,,Virginia Polytechnic Institute and State University,0
Vinterkrieg,Electrical Engineering,0,0,Wireless Communications Networks and Systems,114,MS,Electronics and Telecom,,0,680,760,http://www.edulix.com/unisearch/user.php?uid=8925,0,4,0,Fall - 2011,0,VESIT,,76,,100,,Virginia Polytechnic Institute and State University,0
vishrutnshah,Computer Science,0,0,Operating System,95,MS,Information Technology,,0,550,720,http://www.edulix.com/unisearch/user.php?uid=6662,0,3,8.8,Fall - 2011,0,Nirma Institute of Technology,,8.46,,10,,Virginia Polytechnic Institute and State University,0
vishwanathkr,Computational Science,0,0,,108,MS,Mechanical Engineering,,0,590,790,http://www.edulix.com/unisearch/user.php?uid=114892,0,3.5,9.5,Fall - 2013,0,Amrita School of Engineering,,8.2,,10,,Virginia Polytechnic Institute and State University,0
vivek0989,Mechanical Engineering,0,0,,111,MS,Mechanical Engineering,,0,163,166,http://www.edulix.com/unisearch/user.php?uid=162148,0,,9.2,Fall - 2013,0,PSG College of Technology,,8.8,,10,,Virginia Polytechnic Institute and State University,0
vivek2193,Computer Engineering,36,0,,111,MS,Electronics and Communication,29,0,149,168,http://www.edulix.com/unisearch/user.php?uid=240150,0,3.5,8.6,Spring - 2015,0,Mahatma Gandhi University Kerala,,7.47,,10,,Virginia Polytechnic Institute and State University,0
vraider,Computer Science,0,0,,112,MS,ECE,,0,650,770,http://www.edulix.com/unisearch/user.php?uid=4639,0,4,8.5,Fall,0,University of Kerala,,7.55,,10,,Virginia Polytechnic Institute and State University,0
warlock1990,Electronics and Communication,0,0,Telecommunications / Wireless Communications,114,MS,E.C.E,28,0,570,800,http://www.edulix.com/unisearch/user.php?uid=122192,0,4,85,Fall - 2012,0,,,70,,100,,Virginia Polytechnic Institute and State University,0
watt1489,Mechanical Engineering,0,0,Dynamics,102,MS,Mechanical,,0,143,168,http://www.edulix.com/unisearch/user.php?uid=216088,0,3,0,Fall - 2014,0,University of Mumbai,,63,,100,,Virginia Polytechnic Institute and State University,0
weltanschaunng,Electrical Engineering,0,0,Power Electronics,113,MS,Electrical Engineering,,0,640,800,http://www.edulix.com/unisearch/user.php?uid=8727,0,5,9.2,Fall - 2011,0,MU,,8.3,,10,,Virginia Polytechnic Institute and State University,0
whisky,Computer Science,0,0,Distributed Computing,300,MS,Computer Engineering,6,0,690,790,http://www.edulix.com/unisearch/user.php?uid=66,0,5,66,Fall - 2006,0,Vidylankar Institute of Technology,,57,,100,,Virginia Polytechnic Institute and State University,0
williwonti,Computer Science,0,0,Graphics,116,MS,IT,,0,740,740,http://www.edulix.com/unisearch/user.php?uid=6359,0,4.5,8.8,Fall - 2011,0,SSN College of Engineering,,7.96,,10,,Virginia Polytechnic Institute and State University,0
WIMWI,Computer Science,0,0,Software Engineering,95,MS,Computer Science & Engineering,,0,530,760,http://www.edulix.com/unisearch/user.php?uid=10426,0,3,80,Fall - 2012,0,Dr BAMU Auranagabad/Government College of Engineering,,72,,100,,Virginia Polytechnic Institute and State University,0
winwish,Electrical Engineering,0,0,VLSI,109,MS,Electronics and Communication,,0,158,167,http://www.edulix.com/unisearch/user.php?uid=165475,0,4,0,Fall - 2013,0,Amrita Vishwa Vidhyapeetham,,9.11,,10,,Virginia Polytechnic Institute and State University,0
write.to.sparsh.raj,Computer Science,0,0,Networks or Security,,MS,Information Science,,0,148,160,http://www.edulix.com/unisearch/user.php?uid=205996,0,3.5,85,Spring - 2014,0,BNMIT,,69,,100,,Virginia Polytechnic Institute and State University,0
xpeedus,software engineering,2,50,,110,MS,Information Technology,,2,155,165,http://www.edulix.com/unisearch/user.php?uid=235872,0,4,0,Fall - 2015,0,Maharishi Dayanand University,,67,,100,,Virginia Polytechnic Institute and State University,0
yashank,Computer Engineering,0,34,Embedded Systems / Software,94,MS,Electronics and Communication Engineering,25,3,151,168,http://www.edulix.com/unisearch/user.php?uid=244270,0,3.5,9.76,Fall - 2015,0,NIT Karnataka,,8.98,,10,,Virginia Polytechnic Institute and State University,0
yashborghate,Mechanical Engineering,0,24,,98,MS,Mechanical,3,0,147,164,http://www.edulix.com/unisearch/user.php?uid=246035,0,3,9.38,Fall - 2015,0,VNIT Nagpur,,8,,10,,Virginia Polytechnic Institute and State University,0
yashjain77,Naval architecture,0,0,,111,MS,marine engineering,,5,155,164,http://www.edulix.com/unisearch/user.php?uid=229541,0,3.5,9.96,Fall - 2014,0,BITS Pilani,,9.75,,10,,Virginia Polytechnic Institute and State University,0
yavinashreddy,Civil Engineering,0,0,Structural Engineering,101,MS,civil engineering,,0,148,170,http://www.edulix.com/unisearch/user.php?uid=137222,0,3.5,8.5,Fall - 2012,0,IIT BHU,,7.68,,10,,Virginia Polytechnic Institute and State University,0
ykrishnam,Electrical Engineering,0,0,VLSI / Microelectronics / Computer Architecture,116,MS,Electronics and Telecommunication,,0,680,800,http://www.edulix.com/unisearch/user.php?uid=4618,0,5,0,Fall - 2011,0,University of Mumbai,,70.57,,100,,Virginia Polytechnic Institute and State University,0
ynwa2629,Computer Engineering,18,24,computer networking,110,MS,ECE,,0,152,170,http://www.edulix.com/unisearch/user.php?uid=212771,1,,9.4,Fall - 2014,1,SASTRA,,8.1,,10,,Virginia Polytechnic Institute and State University,0
yogesh211,Mechanical Engineering,0,0,Dynamics and Controls,,MS,Mechanical,,0,530,780,http://www.edulix.com/unisearch/user.php?uid=4865,0,4,77,Fall - 2011,0,Pune University,,73,,100,,Virginia Polytechnic Institute and State University,0
yogeshpingle20,Mechanical Engineering,0,0,,105,MS,Mechanical,,0,530,800,http://www.edulix.com/unisearch/user.php?uid=7238,0,3.5,8.6,Fall - 2011,0,MANIT Bhopal,,7.85,,10,,Virginia Polytechnic Institute and State University,0
yusufumme,Electrical Engineering,0,0,power electronics and energy,108,MS,ECE,,0,147,157,http://www.edulix.com/unisearch/user.php?uid=154358,0,3.5,8.7,Fall - 2013,0,Sri Sairam Engineering College,,8.3,,10,,Virginia Polytechnic Institute and State University,0
zainzahid,Computer Science,0,0,Data Mining,97,MS,Computers,27,0,153,151,http://www.edulix.com/unisearch/user.php?uid=147983,0,3,0,Fall - 2012,0,MU,,64,,100,,Virginia Polytechnic Institute and State University,0
zaraki,Computational Engineering,0,0,Solid Mechanics and Dynamics,104,MS,Mechanical Engineering,,0,150,164,http://www.edulix.com/unisearch/user.php?uid=10449,0,3,9.5,Fall - 2013,0,BITS Goa,,7.17,,10,,Virginia Polytechnic Institute and State University,0
aamedh,Industrial Engineering,0,24,,113,MS,Mechanical Engineering,,2,159,170,http://www.edulix.com/unisearch/user.php?uid=251679,0,4,0,Fall - 2015,1,IIT Indore,,7.7,,10,,University of Wisconsin Madison,1
aang,Electrical and Computer Engineering,0,0,Computer Architecture,115,MS,Electrical and Electronics,,0,91,99,http://www.edulix.com/unisearch/user.php?uid=149679,0,4.5,10,Fall - 2013,0,BITS Pilani,,8.6,,10,,University of Wisconsin Madison,1
aashish_thite,Electrical Engineering,0,0,Signal Processing,98,MS,Electronics and Telecommunications,,0,690,790,http://www.edulix.com/unisearch/user.php?uid=112114,0,3.5,9.7,Fall - 2012,0,Vishwakarma Institute of Technology,,8.77,,10,,University of Wisconsin Madison,1
ab5,,0,0,,,,0,,0,,,http://www.edulix.com/unisearch/user.php?uid=236509,,,0,,,,,0,,0,,University of Wisconsin Madison,1
abc260191,Electronics and Communication,0,0,Wireless,117,MS,EEE,,0,162,166,http://www.edulix.com/unisearch/user.php?uid=162108,0,4,0,Fall - 2013,0,,,8.9,,10,,University of Wisconsin Madison,1
abhijitmaleth,Electrical Engg/ comp engg,0,0,,113,MS,EEE,,0,600,800,http://www.edulix.com/unisearch/user.php?uid=4677,0,4.5,80,Spring - 2011,0,University of Calicut,,73.45,,100,,University of Wisconsin Madison,1
abhishek911,Electrical Engineering,12,24,VLSI / Embedded Systems,111,MS,Electronics and Communication,30,4,158,170,http://www.edulix.com/unisearch/user.php?uid=140421,1,4.5,9.5,Fall - 2014,2,NIT Rourkela,,9.12,,10,,University of Wisconsin Madison,1
abhishekjoshi,Computer Science,0,0,Systems,117,MS,Computer Engineering,,0,160,170,http://www.edulix.com/unisearch/user.php?uid=266079,0,5.5,9.57,Fall - 2015,0,COEP,,9.57,,10,,University of Wisconsin Madison,1
adityabarve90,Electronics and Communication,0,0,VLSI,108,MS,Electronics and Communication,28,0,440,770,http://www.edulix.com/unisearch/user.php?uid=130114,0,4.5,9.82,Fall - 2011,0,SJCE,,9.78,,10,,University of Wisconsin Madison,1
afrinshafiuddin,Computer Engineering,0,0,,111,MS,0,,0,154,161,http://www.edulix.com/unisearch/user.php?uid=183820,0,3.5,0,Fall - 2013,0,MIT,,8.78,,10,,University of Wisconsin Madison,1
Aiswarya J,Computer Science,0,0,,,MS,CS,,0,,,http://www.edulix.com/unisearch/user.php?uid=232586,0,,8.8,Fall,0,Anna University,,8.8,,10,,University of Wisconsin Madison,1
aju1234,economics,9,0,econometrics,106,MS,ECE,,3,157,165,http://www.edulix.com/unisearch/user.php?uid=205477,0,4,9.92,Fall - 2014,1,PESIT,,8.05,,10,,University of Wisconsin Madison,1
Akanksh,Electronics and Communication,2,0,Signal Processing and Wireless Communication,118,MS,ECE,,4,160,168,http://www.edulix.com/unisearch/user.php?uid=196814,0,4,9.65,Fall - 2015,0,Amrita School of Engineering,,9.49,,10,,University of Wisconsin Madison,1
akshat008,Industrial Engineering,0,0,Operations Research,110,MS,Industrial Engineering,,0,700,800,http://www.edulix.com/unisearch/user.php?uid=125705,0,3.5,8.92,Fall - 2011,0,IIT Kharagpur,,8.37,,10,,University of Wisconsin Madison,1
ally22,Electrical and Computer Engineering,0,0,VLSI,111,MS,ECE,,0,670,800,http://www.edulix.com/unisearch/user.php?uid=10425,0,4,9.9,Fall - 2011,0,Manipal Institue of Technology,,9.7,,10,,University of Wisconsin Madison,1
am2993,Computer Engineering,0,0,Computer Architecture,101,PhD,Computer Engineering,,0,650,780,http://www.edulix.com/unisearch/user.php?uid=8623,0,4,0,Fall - 2011,0,NITK Surathkal,,3.9,,4,,University of Wisconsin Madison,1
Anil89,Computer Engineering,0,0,,106,MS,Electronics and Communication,,0,147,163,http://www.edulix.com/unisearch/user.php?uid=162353,0,3.5,9.8,Fall - 2013,0,SJCE,,9.01,,10,,University of Wisconsin Madison,1
anirban63,Computer Science,0,0,Machine Learning,118,PhD,Computer Science and Engineering,,0,167,168,http://www.edulix.com/unisearch/user.php?uid=121563,0,5.5,9.33,Fall - 2012,0,Jadavpur University,,9.33,,10,,University of Wisconsin Madison,1
anon123,Electrical Engineering,0,0,Computer architecture,119,PhD,ECE,,0,800,760,http://www.edulix.com/unisearch/user.php?uid=9059,0,5.5,0,Fall,0,R V College of Engineering,,80.8,,100,,University of Wisconsin Madison,1
anony,Civil Engineering,0,0,Geotechnical,90,MS,Civil Engineering,,0,460,760,http://www.edulix.com/unisearch/user.php?uid=6050,0,3.5,80,Fall - 2011,0,MU,,64,,100,,University of Wisconsin Madison,1
anubha.s.bhadauria,Industrial Engineering,0,0,,118,MS,production engineering,,0,164,169,http://www.edulix.com/unisearch/user.php?uid=158410,0,4,0,Fall - 2013,0,NIT Tirchy,,9.03,,10,,University of Wisconsin Madison,1
ap14,Electrical Engineering,0,0,Communication,115,MS,Electonics and Communication,,0,620,790,http://www.edulix.com/unisearch/user.php?uid=4211,0,3.5,9.2,Spring - 2011,0,Nirma Institute of Technology,,8.51,,10,,University of Wisconsin Madison,1
Apoorva Nataraja,Electrical Engineering,0,36,Power Electronics & Energy Systems,107,MS,Electrical and Electronics,,2,155,164,http://www.edulix.com/unisearch/user.php?uid=256775,0,4,9.62,Fall - 2015,1,SJCE,,9.42,,10,,University of Wisconsin Madison,1
aps.akshay,Industrial Engineering,0,0,OR,108,MS,Industrial Engineering,,0,161,167,http://www.edulix.com/unisearch/user.php?uid=219636,0,4,9.1,Fall - 2014,0,IIT Kharagpur,,8.09,,10,,University of Wisconsin Madison,1
apz,Industrial Engineering,0,0,,109,MS,Mechanical Engineering,,0,155,163,http://www.edulix.com/unisearch/user.php?uid=134738,0,3,9.47,Fall - 2013,0,VIT University,,8.64,,10,,University of Wisconsin Madison,1
Arav_DawnBreaker,,0,0,Optimization | Control | Estimation,,PhD,Chemical Engg.,,0,,,http://www.edulix.com/unisearch/user.php?uid=233438,0,,9.45,Fall - 2015,0,IIT,,9,,10,,University of Wisconsin Madison,1
ashankgpt,Engineering Management,0,0,,116,MS,Mechanical,,0,650,800,http://www.edulix.com/unisearch/user.php?uid=10091,0,3,81,Fall - 2011,0,IIT BHU,,72.4,,100,,University of Wisconsin Madison,1
ashshen25,Computer Science,6,24,Artificial Intelligence Systems,114,MS,Computer Science,29,12,166,170,http://www.edulix.com/unisearch/user.php?uid=233639,0,4.5,0,Fall - 2015,1,R V College of Engineering,,9.45,,10,,University of Wisconsin Madison,1
ashwinmishra,Industrial Engineering,0,0,Manufacturing/Operations Research,,MS,Mechanical Engineering,,0,540,800,http://www.edulix.com/unisearch/user.php?uid=6016,0,4.5,9.5,Fall - 2011,0,S.V.NIT Surat,,9.1,,10,,University of Wisconsin Madison,1
asitcomes1,Electrical Engineering,0,0,Communication Networks,115,MS,Telecommunications Engineering,30,0,159,163,http://www.edulix.com/unisearch/user.php?uid=218615,0,4.5,9.48,Fall - 2014,0,MSRIT,,9.07,,10,,University of Wisconsin Madison,1
aspirant2014,Computer Science,0,0,,117,MS,CSE,,0,156,161,http://www.edulix.com/unisearch/user.php?uid=198989,0,4,9.4,Fall - 2014,0,NIT Warangal,,8.53,,10,,University of Wisconsin Madison,1
aswagr8,Industrial Engineering,0,0,OR,101,MS,Production Engg,,0,680,770,http://www.edulix.com/unisearch/user.php?uid=126481,0,3.5,9,Fall - 2012,0,Anna University,,8.6,,10,,University of Wisconsin Madison,1
